Left, Right
0.68952656, 0.7457749
0.7035305, 0.7694867
0.7133002, 0.7897617
0.71745545, 0.805591
0.7147889, 0.81488127
0.70777684, 0.81795686
0.6970825, 0.8141805
0.68217605, 0.7994317
0.66322464, 0.77209425
0.64162403, 0.73762137
