timestamp, realtime, Left, Right
1965492, 11622, 3.145706, 2.838821
1965501, 11631, 3.14183, 2.83876
1965509, 11639, 3.140762, 2.838104
1965517, 11647, 3.13768, 2.836838
1965526, 11656, 3.142029, 2.836426
1965534, 11664, 3.14209, 2.836456
1965542, 11672, 3.14209, 2.836609
1965551, 11681, 3.142151, 2.836563
1965559, 11689, 3.159363, 2.825226
1965567, 11697, 3.141663, 2.825104
1965576, 11706, 3.15303, 2.825226
1965584, 11714, 3.152969, 2.825348
1965592, 11722, 3.158371, 2.825653
1965601, 11731, 3.156357, 2.825134
1965609, 11739, 3.150681, 2.825256
1965617, 11747, 3.150436, 2.83046
1965626, 11756, 3.156326, 2.894165
1965634, 11764, 3.163055, 2.912445
1965642, 11772, 3.165558, 2.923187
1965651, 11781, 3.228165, 2.912674
1965659, 11789, 3.206894, 2.921982
1965667, 11797, 3.217773, 2.931366
1965676, 11806, 3.201401, 2.920746
1965684, 11814, 3.216766, 2.916702
1965692, 11822, 3.220276, 2.913345
1965701, 11831, 3.215927, 2.909882
1965709, 11839, 3.208206, 2.91301
1965717, 11847, 3.201614, 2.912506
1965726, 11856, 3.208939, 2.910965
1965734, 11864, 3.202454, 2.912369
1965742, 11872, 3.203964, 2.914276
1965751, 11881, 3.201904, 2.916046
1965759, 11889, 3.20311, 2.916031
1965767, 11897, 3.204117, 2.915833
1965776, 11906, 3.203903, 2.915405
1965784, 11914, 3.203857, 2.9151
1965792, 11922, 3.203964, 3.008804
1965801, 11931, 3.203857, 3.007858
1965809, 11939, 3.251389, 3.050644
1965817, 11947, 3.216064, 2.981277
1965826, 11956, 3.229675, 2.981277
1965834, 11964, 3.209793, 2.981613
1965842, 11972, 3.226639, 2.969193
1965851, 11981, 3.243118, 2.972382
1965859, 11989, 3.230515, 2.976364
1965867, 11997, 3.217941, 2.971878
1965876, 12006, 3.213455, 2.964401
1965884, 12014, 3.217804, 2.956467
1965892, 12022, 3.219894, 2.964249
1965901, 12031, 3.218216, 2.971786
1965909, 12039, 3.218735, 2.963959
1965917, 12047, 3.218033, 2.971573
1965926, 12056, 3.218521, 2.963852
1965934, 12064, 3.218216, 2.956238
1965942, 12072, 3.218521, 2.951675
1965951, 12081, 3.221664, 2.94783
1965959, 12089, 3.22168, 2.951385
1965967, 12097, 3.072235, 2.893509
1965976, 12106, 3.17157, 2.888046
1965984, 12114, 3.163361, 2.815414
1965992, 12122, 3.157898, 2.878143
1966001, 12131, 3.147186, 2.865524
1966009, 12139, 3.095322, 2.975891
1966017, 12147, 3.129776, 2.905075
1966026, 12156, 3.151993, 2.728638
1966034, 12164, 3.174774, 2.887787
1966042, 12172, 3.124969, 2.837067
1966051, 12181, 3.130844, 2.679535
1966059, 12189, 3.124664, 2.806976
1966067, 12197, 3.131744, 2.763596
1966076, 12206, 3.130142, 2.770874
1966084, 12214, 3.128067, 2.777908
1966092, 12222, 3.129272, 2.771698
1966101, 12231, 3.133286, 2.778748
1966109, 12239, 3.136871, 2.788284
1966117, 12247, 3.141586, 2.779785
1966126, 12256, 3.14653, 2.789215
1966134, 12264, 3.154648, 2.780426
1966142, 12272, 3.162704, 2.789871
1966151, 12281, 3.166031, 2.798264
1966159, 12289, 3.169327, 2.806931
1966167, 12297, 3.180359, 2.815628
1966176, 12306, 3.183945, 2.820847
1966184, 12314, 3.183273, 2.820862
1966192, 12322, 3.182327, 2.851028
1966201, 12331, 3.184921, 2.856995
1966209, 12339, 3.1884, 2.86763
1966217, 12347, 3.206055, 2.873108
1966226, 12356, 3.207199, 2.871674
1966234, 12364, 3.207642, 2.906387
1966242, 12372, 3.231125, 2.906128
1966251, 12381, 3.261475, 2.906143
1966259, 12389, 3.26564, 2.9198
1966267, 12397, 3.265533, 2.918137
1966276, 12406, 3.266113, 2.932907
1966284, 12414, 3.266922, 2.935898
1966292, 12422, 3.266907, 2.935974
1966301, 12431, 3.266495, 2.935837
1966309, 12439, 3.271133, 2.932281
1966317, 12447, 3.269974, 2.920471
1966326, 12456, 3.277878, 2.9198
1966334, 12464, 3.277618, 2.920776
1966342, 12472, 3.279861, 2.920944
1966351, 12481, 3.279877, 2.919724
1966359, 12489, 3.29248, 2.919998
1966367, 12497, 3.291321, 2.921371
1966376, 12506, 3.297211, 2.921448
1966384, 12514, 3.278473, 2.921539
1966392, 12522, 3.297318, 2.922455
1966401, 12531, 3.296585, 2.921356
1966409, 12539, 3.3004, 2.920639
1966417, 12547, 3.30249, 2.920456
1966426, 12556, 3.320572, 2.912354
1966434, 12564, 3.337662, 2.920532
1966442, 12572, 3.337967, 2.921692
1966451, 12581, 3.339035, 2.927475
1966459, 12589, 3.341553, 2.92717
1966467, 12597, 3.338882, 2.927322
1966476, 12606, 3.337967, 2.926239
1966484, 12614, 3.33699, 2.930161
1966492, 12622, 3.345703, 2.929352
1966501, 12631, 3.350647, 2.933212
1966509, 12639, 3.350784, 2.933014
1966517, 12647, 3.35112, 2.934875
1966526, 12656, 3.362335, 2.940598
1966534, 12664, 3.37529, 2.942062
1966542, 12672, 3.375046, 2.941483
1966551, 12681, 3.379486, 2.955093
1966559, 12689, 3.390533, 2.970963
1966567, 12697, 3.390823, 2.997696
1966576, 12706, 3.390594, 2.997604
1966584, 12714, 3.389984, 2.998611
1966592, 12722, 3.390915, 3.012054
1966601, 12731, 3.418182, 3.012054
1966609, 12739, 3.418274, 2.998627
1966617, 12747, 3.432739, 2.998688
1966626, 12756, 3.432541, 3.012329
1966634, 12764, 3.432968, 3.01207
1966642, 12772, 3.432983, 3.002731
1966651, 12781, 3.440643, 3.002274
1966659, 12789, 3.452957, 3.002319
1966667, 12797, 3.452988, 3.002136
1966676, 12806, 3.453049, 3.00206
1966684, 12814, 3.453079, 3.002213
1966692, 12822, 3.440826, 3.012344
1966701, 12831, 3.439728, 3.012436
1966709, 12839, 3.439575, 3.012253
1966717, 12847, 3.43306, 3.014786
1966726, 12856, 3.421524, 3.025192
1966734, 12864, 3.421234, 3.025269
1966742, 12872, 3.417725, 3.02504
1966751, 12881, 3.421204, 3.026733
1966759, 12889, 3.421234, 3.036804
1966767, 12897, 3.421234, 3.041122
1966776, 12906, 3.420792, 3.036331
1966784, 12914, 3.416779, 3.038467
1966792, 12922, 3.412033, 3.041199
1966801, 12931, 3.412659, 3.041138
1966809, 12939, 3.412613, 3.038651
1966817, 12947, 3.412888, 3.038864
1966826, 12956, 3.395767, 3.036484
1966834, 12964, 3.383041, 3.03421
1966842, 12972, 3.382813, 3.031311
1966851, 12981, 3.382889, 3.024551
1966859, 12989, 3.382889, 3.020203
1966867, 12997, 3.316238, 2.952484
1966876, 13006, 3.317978, 2.83226
1966884, 13014, 3.227722, 2.922791
1966892, 13022, 3.207169, 2.620956
1966900, 13030, 3.253647, 2.727554
1966909, 13039, 3.154831, 2.634201
1966917, 13047, 3.248047, 2.742508
1966925, 13055, 3.159836, 2.642166
1966934, 13064, 3.213608, 2.641281
1966942, 13072, 3.14595, 2.611145
1966950, 13080, 3.14476, 2.580704
1966959, 13089, 3.168625, 2.494568
1966967, 13097, 3.217667, 2.557724
1966975, 13105, 3.16861, 2.557999
1966984, 13114, 3.155258, 2.559967
1966992, 13122, 3.142227, 2.790985
1967000, 13130, 3.131317, 2.609406
1967009, 13139, 3.14122, 2.747345
1967017, 13147, 3.152573, 2.649414
1967025, 13155, 3.164459, 2.87677
1967034, 13164, 3.163635, 2.647598
1967042, 13172, 3.162476, 2.600143
1967050, 13180, 3.15152, 2.693314
1967059, 13189, 3.155563, 2.623291
1967067, 13197, 3.158249, 2.578857
1967075, 13205, 3.154083, 2.706558
1967084, 13214, 3.150452, 2.735657
1967092, 13222, 3.143494, 2.591156
1967100, 13230, 3.143433, 2.765259
1967109, 13239, 3.143234, 2.715103
1967117, 13247, 3.142151, 2.707596
1967125, 13255, 3.140991, 2.721313
1967134, 13264, 3.131241, 2.735092
1967142, 13272, 3.123795, 2.722198
1967150, 13280, 3.1147, 2.735931
1967159, 13289, 3.112579, 2.722565
1967167, 13297, 3.111908, 2.709579
1967175, 13305, 3.230606, 2.637314
1967184, 13314, 3.179962, 2.709503
1967192, 13322, 3.12738, 2.81163
1967200, 13330, 3.108414, 2.805664
1967209, 13339, 3.200775, 2.826309
1967217, 13347, 3.153687, 2.782135
1967225, 13355, 3.097, 2.773987
1967234, 13364, 3.072006, 2.690918
1967242, 13372, 2.98172, 2.830734
1967250, 13380, 3.06427, 2.768372
1967259, 13389, 2.928574, 2.634644
1967267, 13397, 3.126907, 2.693329
1967275, 13405, 3.081177, 2.652344
1967284, 13414, 3.038834, 2.609207
1967292, 13422, 3.045029, 2.727478
1967300, 13430, 2.982605, 2.746964
1967309, 13439, 2.986603, 2.627625
1967317, 13447, 2.987961, 2.65683
1967325, 13455, 2.987946, 2.66774
1967334, 13464, 2.98587, 2.63147
1967342, 13472, 2.984772, 2.609131
1967350, 13480, 2.983353, 2.6371
1967359, 13489, 2.980759, 2.665131
1967367, 13497, 2.978455, 2.684616
1967375, 13505, 2.973312, 2.665451
1967384, 13514, 2.967972, 2.679398
1967392, 13522, 2.958527, 2.665497
1967400, 13530, 2.9496, 2.679749
1967409, 13539, 2.958405, 2.666626
1967417, 13547, 2.949158, 2.679733
1967425, 13555, 2.947357, 2.667542
1967434, 13564, 2.935287, 2.661591
1967442, 13572, 2.926819, 2.662598
1967450, 13580, 2.926559, 2.657669
1967459, 13589, 2.93512, 2.664093
1967467, 13597, 2.934784, 2.657181
1967475, 13605, 2.926254, 2.650513
1967484, 13614, 2.926224, 2.62973
1967492, 13622, 2.920578, 2.650314
1967500, 13630, 2.917694, 2.629395
1967509, 13639, 2.921295, 2.608688
1967517, 13647, 2.920959, 2.601868
1967525, 13655, 2.912918, 2.594742
1967534, 13664, 2.91391, 2.602661
1967542, 13672, 2.906799, 2.610733
1967550, 13680, 2.917755, 2.627533
1967559, 13689, 2.946472, 2.636963
1967567, 13697, 2.956589, 2.612411
1967575, 13705, 2.947281, 2.612671
1967584, 13714, 2.947464, 2.612473
1967592, 13722, 2.948654, 2.636917
1967600, 13730, 2.956528, 2.63707
1967609, 13739, 2.95726, 2.644699
1967617, 13747, 2.966721, 2.644821
1967625, 13755, 2.968384, 2.685928
1967634, 13764, 2.968613, 2.631393
1967642, 13772, 2.976883, 2.670151
1967650, 13780, 2.976624, 2.763657
1967659, 13789, 2.978149, 2.744904
1967667, 13797, 3.003052, 2.834869
1967675, 13805, 3.01796, 2.796402
1967684, 13814, 3.040359, 2.894562
1967692, 13822, 3.030518, 2.783234
1967700, 13830, 2.927139, 2.671158
1967709, 13839, 2.994751, 2.667068
1967717, 13847, 3.009018, 2.671844
1967725, 13855, 2.975922, 2.723953
1967734, 13864, 3.008087, 2.712463
1967742, 13872, 3.008621, 2.744034
1967750, 13880, 3.008972, 2.776535
1967759, 13889, 3.013702, 2.786346
1967767, 13897, 3.018539, 2.776505
1967775, 13905, 3.039993, 2.7836
1967784, 13914, 3.061386, 2.791199
1967792, 13922, 3.063568, 2.793686
1967800, 13930, 3.03009, 2.796249
1967809, 13939, 3.051163, 2.796722
1967817, 13947, 3.109543, 2.79686
1967825, 13955, 3.086502, 2.798096
1967834, 13964, 3.095398, 2.798492
1967842, 13972, 3.133316, 2.80069
1967850, 13980, 3.160583, 2.828873
1967859, 13989, 3.153442, 2.849854
1967867, 13997, 3.107941, 2.985245
1967875, 14005, 3.144867, 2.867462
1967884, 14014, 3.093643, 2.960693
1967892, 14022, 3.165665, 2.935486
1967900, 14030, 3.153625, 2.859451
1967909, 14039, 3.1409, 2.918732
1967917, 14047, 3.150085, 2.910675
1967925, 14055, 3.193741, 2.929031
1967934, 14064, 3.128952, 2.945389
1967942, 14072, 3.153442, 2.929535
1967950, 14080, 3.130325, 2.913742
1967959, 14089, 3.139771, 2.888916
1967967, 14097, 3.130264, 2.863693
1967975, 14105, 3.139862, 2.862457
1967984, 14114, 3.130798, 2.860916
1967992, 14122, 3.139908, 2.858643
1968000, 14130, 3.130539, 2.861038
1968009, 14139, 3.139542, 2.862869
1968017, 14147, 3.130142, 2.861618
1968025, 14155, 3.125626, 2.864883
1968034, 14164, 3.104248, 2.86528
1968042, 14172, 3.087906, 2.857605
1968050, 14180, 3.152451, 2.85788
1968059, 14189, 3.094711, 2.858459
1968067, 14197, 3.146133, 2.866257
1968075, 14205, 3.168655, 2.867676
1968084, 14214, 3.182709, 2.879868
1968092, 14222, 3.195709, 2.880157
1968100, 14230, 3.180954, 2.884583
1968109, 14239, 3.19426, 2.895905
1968117, 14247, 3.18663, 2.90451
1968125, 14255, 3.179825, 2.911224
1968134, 14264, 3.201187, 2.929398
1968142, 14272, 3.204559, 2.942627
1968150, 14280, 3.206161, 2.929321
1968159, 14289, 3.207581, 2.928467
1968167, 14297, 3.211349, 2.928268
1968175, 14305, 3.215073, 2.94104
1968184, 14314, 3.218811, 2.940948
1968192, 14322, 3.220398, 2.940521
1968200, 14330, 3.219727, 2.941177
1968209, 14339, 3.219574, 2.940155
1968217, 14347, 3.219757, 2.940521
1968225, 14355, 3.219345, 2.940521
1968234, 14364, 3.218887, 2.939468
1968242, 14372, 3.221786, 2.927536
1968250, 14380, 3.221405, 2.923813
1968259, 14389, 3.217941, 2.920731
1968267, 14397, 3.217911, 2.914948
1968275, 14405, 3.218048, 2.914581
1968284, 14414, 3.215271, 2.914841
1968292, 14422, 3.213898, 2.914856
1968300, 14430, 3.200699, 2.914825
1968309, 14439, 3.19194, 2.913635
1968317, 14447, 3.189301, 2.910339
1968325, 14455, 3.188629, 2.895752
1968334, 14464, 3.188797, 2.89534
1968342, 14472, 3.110214, 2.783905
1968350, 14480, 3.091309, 2.7854
1968359, 14489, 3.259506, 2.93811
1968367, 14497, 3.039536, 2.85556
1968375, 14505, 3.102448, 2.696671
1968384, 14514, 3.030899, 2.853516
1968392, 14522, 3.094345, 2.86409
1968400, 14530, 3.142059, 2.786255
1968409, 14539, 3.130325, 2.773758
1968417, 14547, 3.063858, 2.745544
1968425, 14555, 3.086746, 2.817001
1968433, 14563, 3.088089, 2.779877
1968442, 14572, 3.128296, 2.862854
1968450, 14580, 3.084534, 2.780014
1968458, 14588, 3.050079, 2.756302
1968467, 14597, 3.083649, 2.767242
1968475, 14605, 3.065842, 2.805405
1968483, 14613, 3.090958, 2.823914
1968492, 14622, 3.077484, 2.731628
1968500, 14630, 3.168732, 2.791885
1968508, 14638, 3.061447, 2.756653
1968517, 14647, 3.163681, 2.741913
1968525, 14655, 3.113129, 2.830597
1968533, 14663, 3.052811, 2.838531
1968542, 14672, 3.080322, 2.744629
1968550, 14680, 3.134674, 2.844376
1968558, 14688, 3.079453, 2.774261
1968567, 14697, 3.117035, 2.833191
1968575, 14705, 3.104874, 2.7995
1968583, 14713, 3.083603, 2.777481
1968592, 14722, 3.107193, 2.733871
1968600, 14730, 3.074722, 2.809937
1968608, 14738, 3.061081, 2.728394
1968617, 14747, 3.056732, 2.730743
1968625, 14755, 3.074753, 2.761566
1968633, 14763, 2.973129, 2.74498
1968642, 14772, 3.053864, 2.746353
1968650, 14780, 3.078094, 2.695541
1968658, 14788, 3.054214, 2.72583
1968667, 14797, 3.020782, 2.755081
1968675, 14805, 3.025726, 2.725067
1968683, 14813, 3.00647, 2.777893
1968692, 14822, 3.022736, 2.704269
1968700, 14830, 3.004532, 2.717651
1968708, 14838, 2.98671, 2.718414
1968717, 14847, 2.97641, 2.724274
1968725, 14855, 2.972031, 2.730011
1968733, 14863, 2.968628, 2.722977
1968742, 14872, 2.863205, 2.739487
1968750, 14880, 2.895538, 2.574524
1968758, 14888, 2.959045, 2.627777
1968767, 14897, 2.946182, 2.689255
1968775, 14905, 2.939423, 2.566254
1968783, 14913, 2.926666, 2.572464
1968792, 14922, 2.883469, 2.557587
1968800, 14930, 2.897659, 2.566391
1968808, 14938, 2.830521, 2.557739
1968817, 14947, 2.863724, 2.610977
1968825, 14955, 2.926666, 2.559296
1968833, 14963, 2.890762, 2.572723
1968842, 14972, 2.900375, 2.540604
1968850, 14980, 2.900406, 2.508835
1968858, 14988, 2.894165, 2.47612
1968867, 14997, 2.889435, 2.498108
1968875, 15005, 2.904831, 2.61026
1968883, 15013, 2.833694, 2.550781
1968892, 15022, 2.841232, 2.546463
1968900, 15030, 2.833511, 2.544235
1968908, 15038, 2.814133, 2.48288
1968917, 15047, 2.794418, 2.459091
1968925, 15055, 2.813766, 2.480423
1968933, 15063, 2.833099, 2.50238
1968942, 15072, 2.819519, 2.506821
1968950, 15080, 2.833054, 2.501816
1968958, 15088, 2.837448, 2.487457
1968967, 15097, 2.832916, 2.4991
1968975, 15105, 2.858932, 2.500534
1968983, 15113, 2.760422, 2.50267
1968992, 15122, 2.790131, 2.495911
1969000, 15130, 2.776474, 2.509537
1969008, 15138, 2.822495, 2.527863
1969017, 15147, 2.786896, 2.510712
1969025, 15155, 2.812408, 2.492554
1969033, 15163, 2.835648, 2.510986
1969042, 15172, 2.811279, 2.509521
1969050, 15180, 2.835693, 2.507462
1969058, 15188, 2.836578, 2.509918
1969067, 15197, 2.837723, 2.507538
1969075, 15205, 2.844543, 2.491486
1969083, 15213, 2.82666, 2.494461
1969092, 15222, 2.806915, 2.493515
1969100, 15230, 2.828247, 2.492386
1969108, 15238, 2.842438, 2.483551
1969117, 15247, 2.827606, 2.492355
1969125, 15255, 2.843292, 2.47493
1969133, 15263, 2.829132, 2.47496
1969142, 15272, 2.834915, 2.492416
1969150, 15280, 2.836655, 2.492966
1969158, 15288, 2.837387, 2.477722
1969167, 15297, 2.837433, 2.477707
1969175, 15305, 2.836243, 2.477997
1969183, 15313, 2.835449, 2.477982
1969192, 15322, 2.835052, 2.478302
1969200, 15330, 2.83548, 2.478378
1969208, 15338, 2.834885, 2.476135
1969217, 15347, 2.837143, 2.475891
1969225, 15355, 2.837082, 2.476166
1969233, 15363, 2.836777, 2.476028
1969242, 15372, 2.836746, 2.475937
1969250, 15380, 2.837036, 2.476212
1969258, 15388, 2.8367, 2.475739
1969267, 15397, 2.836761, 2.470032
1969275, 15405, 2.831177, 2.469437
1969283, 15413, 2.831116, 2.469528
1969292, 15422, 2.831146, 2.469528
1969300, 15430, 2.831024, 2.469482
1969308, 15438, 2.842941, 2.449112
1969317, 15447, 2.843445, 2.469498
1969325, 15455, 2.841125, 2.470184
1969333, 15463, 2.841064, 2.470261
1969342, 15472, 2.839569, 2.469925
1969350, 15480, 2.833862, 2.469559
1969358, 15488, 2.820023, 2.449066
1969367, 15497, 2.819885, 2.457596
1969375, 15505, 2.796646, 2.457932
1969383, 15513, 2.806351, 2.466385
1969392, 15522, 2.816803, 2.452515
1969400, 15530, 2.82785, 2.465561
1969408, 15538, 2.816849, 2.458954
1969417, 15547, 2.801407, 2.430908
1969425, 15555, 2.760101, 2.397873
1969433, 15563, 2.844498, 2.35379
1969442, 15572, 2.878296, 2.467667
1969450, 15580, 2.844452, 2.284134
1969458, 15588, 2.827972, 2.327805
1969467, 15597, 2.842178, 2.370758
1969475, 15605, 2.842773, 2.380203
1969483, 15613, 2.843796, 2.38324
1969492, 15622, 2.842697, 2.376221
1969500, 15630, 2.844193, 2.382309
1969508, 15638, 2.847519, 2.384354
1969517, 15647, 2.843781, 2.380524
1969525, 15655, 2.842636, 2.557602
1969533, 15663, 2.771133, 2.483765
1969542, 15672, 2.836868, 2.444565
1969550, 15680, 2.928574, 2.483536
1969558, 15688, 2.88945, 2.494568
1969567, 15697, 2.876892, 2.505341
1969575, 15705, 2.894348, 2.49501
1969583, 15713, 2.910828, 2.490799
1969592, 15722, 2.894455, 2.498093
1969600, 15730, 2.788116, 2.530487
1969608, 15738, 2.796295, 2.507874
1969617, 15747, 2.805649, 2.390961
1969625, 15755, 2.847488, 2.378159
1969633, 15763, 2.920837, 2.398743
1969642, 15772, 2.861252, 2.47142
1969650, 15780, 2.824524, 2.469345
1969658, 15788, 2.847275, 2.324432
1969667, 15797, 2.872787, 2.377258
1969675, 15805, 2.846985, 2.430389
1969683, 15813, 2.869232, 2.476013
1969692, 15822, 2.84549, 2.397263
1969700, 15830, 2.916046, 2.463623
1969708, 15838, 2.814636, 2.51622
1969717, 15847, 2.794449, 2.519821
1969725, 15855, 2.803024, 2.580826
1969733, 15863, 2.719864, 2.625275
1969742, 15872, 2.745438, 2.527008
1969750, 15880, 2.742584, 2.488815
1969758, 15888, 2.752899, 2.526672
1969767, 15897, 2.746887, 2.527618
1969775, 15905, 2.754242, 2.527481
1969783, 15913, 2.75827, 2.528137
1969792, 15922, 2.755081, 2.544601
1969800, 15930, 2.750488, 2.438843
1969808, 15938, 2.746277, 2.498535
1969817, 15947, 2.746155, 2.493652
1969825, 15955, 2.74588, 2.474243
1969833, 15963, 2.752777, 2.493454
1969842, 15972, 2.746384, 2.477234
1969850, 15980, 2.752777, 2.492767
1969858, 15988, 2.759384, 2.488464
1969867, 15997, 2.74559, 2.493042
1969875, 16005, 2.745911, 2.488785
1969883, 16013, 2.738434, 2.484283
1969892, 16022, 2.742813, 2.48288
1969900, 16030, 2.735336, 2.483902
1969908, 16038, 2.734604, 2.48851
1969917, 16047, 2.737946, 2.493149
1969925, 16055, 2.724396, 2.485474
1969933, 16063, 2.691498, 2.524078
1969942, 16072, 2.59108, 2.475739
1969950, 16080, 2.79718, 2.454437
1969958, 16088, 2.81282, 2.456131
1969967, 16097, 2.754044, 2.463196
1969975, 16105, 2.784897, 2.366058
1969983, 16113, 2.782608, 2.400269
1969991, 16121, 2.779999, 2.434372
1970000, 16130, 2.76123, 2.448685
1970008, 16138, 2.773102, 2.448624
1970016, 16146, 2.757996, 2.455963
1970025, 16155, 2.773758, 2.463898
1970033, 16163, 2.776855, 2.457794
1970041, 16171, 2.84613, 2.464691
1970050, 16180, 2.829819, 2.473953
1970058, 16188, 2.756119, 2.528244
1970066, 16196, 2.748962, 2.505508
1970075, 16205, 2.770477, 2.476974
1970083, 16213, 2.773407, 2.448822
1970091, 16221, 2.776855, 2.465073
1970100, 16230, 2.778305, 2.45697
1970108, 16238, 2.779938, 2.469711
1970116, 16246, 2.778336, 2.505142
1970125, 16255, 2.776855, 2.573166
1970133, 16263, 2.830215, 2.500702
1970141, 16271, 2.864227, 2.467834
1970150, 16280, 2.830887, 2.483749
1970158, 16288, 2.832962, 2.499008
1970166, 16296, 2.848633, 2.508179
1970175, 16305, 2.833145, 2.517517
1970183, 16313, 2.848129, 2.507996
1970191, 16321, 2.83725, 2.498535
1970200, 16330, 2.860504, 2.479889
1970208, 16338, 2.896408, 2.567184
1970216, 16346, 2.8526, 2.564407
1970225, 16355, 2.808289, 2.561172
1970233, 16363, 2.817993, 2.456406
1970241, 16371, 2.808319, 2.460342
1970250, 16380, 2.818253, 2.453995
1970258, 16388, 2.808167, 2.460358
1970266, 16396, 2.790985, 2.462601
1970275, 16405, 2.808167, 2.464859
1970283, 16413, 2.798172, 2.484848
1970291, 16421, 2.79628, 2.469299
1970300, 16430, 2.792068, 2.467239
1970308, 16438, 2.787781, 2.468735
1970316, 16446, 2.791962, 2.48642
1970325, 16455, 2.796478, 2.468613
1970333, 16463, 2.788147, 2.486542
1970341, 16471, 2.788422, 2.468811
1970350, 16480, 2.801056, 2.486649
1970358, 16488, 2.801193, 2.504257
1970366, 16496, 2.800827, 2.50679
1970375, 16505, 2.796204, 2.507507
1970383, 16513, 2.796921, 2.507904
1970391, 16521, 2.799316, 2.508331
1970400, 16530, 2.799438, 2.508636
1970408, 16538, 2.819977, 2.51004
1970416, 16546, 2.82103, 2.52269
1970425, 16555, 2.824997, 2.522842
1970433, 16563, 2.825134, 2.513092
1970441, 16571, 2.824905, 2.514236
1970450, 16580, 2.820862, 2.523041
1970458, 16588, 2.824997, 2.523544
1970466, 16596, 2.825134, 2.523956
1970475, 16605, 2.820892, 2.524902
1970483, 16613, 2.817825, 2.51651
1970491, 16621, 2.81839, 2.513596
1970500, 16630, 2.80014, 2.513657
1970508, 16638, 2.801285, 2.51358
1970516, 16646, 2.793701, 2.51358
1970525, 16655, 2.790527, 2.504791
1970533, 16663, 2.790695, 2.5047
1970541, 16671, 2.790939, 2.503677
1970550, 16680, 2.791046, 2.503601
1970558, 16688, 2.794647, 2.502243
1970566, 16696, 2.800446, 2.496307
1970575, 16705, 2.8022, 2.496353
1970583, 16713, 2.802444, 2.496445
1970591, 16721, 2.820084, 2.500198
1970600, 16730, 2.800797, 2.496307
1970608, 16738, 2.800964, 2.49086
1970616, 16746, 2.820145, 2.496292
1970625, 16755, 2.842941, 2.496185
1970633, 16763, 2.842819, 2.499893
1970641, 16771, 2.842911, 2.499786
1970650, 16780, 2.84256, 2.501862
1970658, 16788, 2.842743, 2.499847
1970666, 16796, 2.829529, 2.499527
1970675, 16805, 2.829773, 2.495544
1970683, 16813, 2.816376, 2.495361
1970691, 16821, 2.816071, 2.498581
1970700, 16830, 2.814804, 2.494705
1970708, 16838, 2.810638, 2.491776
1970716, 16846, 2.80983, 2.485596
1970725, 16855, 2.81015, 2.472534
1970733, 16863, 2.810165, 2.459381
1970741, 16871, 2.809387, 2.457947
1970750, 16880, 2.809525, 2.453568
1970758, 16888, 2.819077, 2.453552
1970766, 16896, 2.796875, 2.425507
1970775, 16905, 2.724579, 2.533813
1970783, 16913, 2.762451, 2.481873
1970791, 16921, 2.788895, 2.448639
1970800, 16930, 2.714203, 2.473587
1970808, 16938, 2.699356, 2.470688
1970816, 16946, 2.713959, 2.470428
1970825, 16955, 2.703033, 2.470581
1970833, 16963, 2.743011, 2.469559
1970841, 16971, 2.700089, 2.466919
1970850, 16980, 2.771561, 2.46405
1970858, 16988, 2.74707, 2.456924
1970866, 16996, 2.757889, 2.45372
1970875, 17005, 2.737625, 2.411575
1970883, 17013, 2.730713, 2.42012
1970891, 17021, 2.73642, 2.411606
1970900, 17030, 2.730438, 2.398636
1970908, 17038, 2.724121, 2.385834
1970916, 17046, 2.730331, 2.373215
1970925, 17055, 2.724274, 2.363342
1970933, 17063, 2.730576, 2.370026
1970941, 17071, 2.733276, 2.364136
1970950, 17080, 2.735519, 2.370331
1970958, 17088, 2.733871, 2.364792
1970966, 17096, 2.729477, 2.3638
1970975, 17105, 2.725098, 2.365158
1970983, 17113, 2.715805, 2.370682
1970991, 17121, 2.706619, 2.374893
1971000, 17130, 2.682434, 2.374878
1971008, 17138, 2.667877, 2.374954
1971016, 17146, 2.660767, 2.375046
1971025, 17155, 2.656464, 2.375031
1971033, 17163, 2.660446, 2.375076
1971041, 17171, 2.65657, 2.374786
1971050, 17180, 2.660629, 2.375031
1971058, 17188, 2.639038, 2.36792
1971066, 17196, 2.634613, 2.367737
1971075, 17205, 2.634293, 2.3629
1971083, 17213, 2.634293, 2.363022
1971091, 17221, 2.623077, 2.367935
1971100, 17230, 2.591782, 2.350906
1971108, 17238, 2.61261, 2.374969
1971116, 17246, 2.564606, 2.382629
1971125, 17255, 2.593155, 2.41011
1971133, 17263, 2.67128, 2.422195
1971141, 17271, 2.563828, 2.374252
1971150, 17280, 2.582291, 2.400055
1971158, 17288, 2.601089, 2.39415
1971166, 17296, 2.603409, 2.398972
1971175, 17305, 2.605759, 2.423538
1971183, 17313, 2.618958, 2.427979
1971191, 17321, 2.606461, 2.413116
1971200, 17330, 2.604691, 2.427063
1971208, 17338, 2.603043, 2.420151
1971216, 17346, 2.599487, 2.412338
1971225, 17355, 2.59584, 2.420135
1971233, 17363, 2.590683, 2.427551
1971241, 17371, 2.585953, 2.428406
1971250, 17380, 2.584747, 2.429489
1971258, 17388, 2.587006, 2.433823
1971266, 17396, 2.587341, 2.42955
1971275, 17405, 2.584763, 2.433777
1971283, 17413, 2.524078, 2.337067
1971291, 17421, 2.582397, 2.353195
1971300, 17430, 2.569687, 2.330551
1971308, 17438, 2.556473, 2.354065
