Left, Right
0.59188175, 0.57281154
0.5870162, 0.56513566
0.5836689, 0.5587336
0.58225673, 0.5538353
0.5831621, 0.55100024
0.5855566, 0.5500681
0.5892466, 0.5512131
0.59446806, 0.555731
0.6012417, 0.5643041
0.6091529, 0.57549936
